Portfolio,Mean Return,Standard Deviation,Sharpe Ratio,Correlation w/ Benchmark,Tracking Error
PCA_Index_10,0.0001246756564387473,0.008294455869734487,0.015031203781995442,0.8267406735485586,0.004658488458267179
PCA_Index_20,-9.382353733280355e-05,0.0074088155796587715,-0.01266377011602235,0.832753581883239,0.00413650879616128
