symbol,log_return
TSLA,0.6804643550724402
INTC,0.5988401740170886
AVGO,0.5756444355074392
NVDA,0.5685631740777574
EL,0.48160068808318324
EW,0.45384766258225306
AMAT,0.43319116522735324
QCOM,0.38270833277274297
TGT,0.380683909022019
NOW,0.37628992455961463
F,0.37600451774018256
ADBE,0.3586089294039324
GM,0.3470046629195328
ETN,0.3455954138043433
BA,0.33762230458838827
COF,0.3266960231220424
FDX,0.3234540250887554
GE,0.3216542374698561
META,0.31706828769875556
LLY,0.3153221316833449
